# OBJECT = ROSS458C		
# RA (J2000): 13:00:41.936		
# DEC (J2000): +12:21:14.72		
# Reference: Manjavacas et al. 2018 ApJ		
# First publication reference: Manjavacas_et_al._2018		
# Additional corrections to original data: Aperture_correction		
# DOI : doi:10.17909/t9-asft-6k38		
# Contact: elenamanjavacas@email.arizona.edu		
# First column: Wavelength (microns)		
# Second column: Flux density (erg/cm2/s/A)		
# Third column: Flux density uncertainty (erg/cm2/s/A)		
1.26207	1.22E-16	2.48E-18
1.26318	1.23E-16	2.48E-18
1.26428	1.23E-16	2.48E-18
1.26538	1.24E-16	2.49E-18
1.26648	1.24E-16	2.50E-18
1.26759	1.23E-16	2.49E-18
1.26869	1.23E-16	2.48E-18
1.26979	1.23E-16	2.47E-18
1.27089	1.22E-16	2.47E-18
1.272	1.21E-16	2.45E-18
1.2731	1.20E-16	2.42E-18
1.2742	1.19E-16	2.40E-18
1.2753	1.17E-16	2.37E-18
1.27641	1.16E-16	2.35E-18
1.27751	1.15E-16	2.32E-18
1.27861	1.14E-16	2.30E-18
1.27971	1.12E-16	2.27E-18
1.28082	1.11E-16	2.24E-18
1.28192	1.08E-16	2.20E-18
1.28302	1.06E-16	2.16E-18
1.28412	1.03E-16	2.12E-18
1.28523	1.01E-16	2.08E-18
1.28633	9.88E-17	2.04E-18
1.28743	9.65E-17	2.01E-18
1.28853	9.42E-17	1.97E-18
1.28964	9.20E-17	1.93E-18
1.29074	9.00E-17	1.90E-18
1.29184	8.83E-17	1.87E-18
1.29294	8.67E-17	1.85E-18
1.29405	8.47E-17	1.81E-18
1.29515	8.30E-17	1.79E-18
1.29625	8.10E-17	1.75E-18
1.29735	7.90E-17	1.72E-18
1.29846	7.69E-17	1.69E-18
1.29956	7.45E-17	1.65E-18
1.30066	7.18E-17	1.60E-18
1.30176	6.93E-17	1.56E-18
1.30287	6.64E-17	1.51E-18
1.30397	6.36E-17	1.46E-18
1.30507	6.14E-17	1.43E-18
1.30617	5.93E-17	1.39E-18
1.30728	5.69E-17	1.36E-18
1.30838	5.46E-17	1.32E-18
1.30948	5.25E-17	1.29E-18
1.31058	5.05E-17	1.26E-18
1.31169	4.88E-17	1.24E-18
1.31279	4.69E-17	1.21E-18
1.31389	4.50E-17	1.18E-18
1.31499	4.31E-17	1.15E-18
1.3161	4.10E-17	1.12E-18
1.3172	3.89E-17	1.09E-18
1.3183	3.74E-17	1.07E-18
1.3194	3.58E-17	1.05E-18
1.32051	3.42E-17	1.02E-18
1.32161	3.27E-17	1.00E-18
1.32271	3.06E-17	9.76E-19
1.32381	2.82E-17	9.48E-19
1.32492	2.58E-17	9.19E-19
1.32602	2.35E-17	8.91E-19
1.32712	2.12E-17	8.65E-19
1.32822	1.91E-17	8.42E-19
1.32933	1.70E-17	8.20E-19
1.33043	1.48E-17	7.97E-19
1.33153	1.27E-17	7.74E-19
1.33264	1.10E-17	7.59E-19
1.33374	9.34E-18	7.45E-19
1.33484	7.61E-18	7.31E-19
1.33594	6.02E-18	7.16E-19
1.33705	5.38E-18	7.10E-19
1.33815	4.83E-18	7.06E-19
1.33925	4.14E-18	7.02E-19
1.34035	3.45E-18	6.98E-19
1.34146	3.00E-18	6.95E-19
1.34256	2.73E-18	6.92E-19
1.34366	2.39E-18	6.89E-19
1.34476	2.19E-18	6.86E-19
1.34587	2.01E-18	6.83E-19
1.34697	1.74E-18	6.81E-19
1.34807	1.41E-18	6.79E-19
1.34917	1.18E-18	6.77E-19
1.35028	9.96E-19	6.74E-19
1.35138	9.80E-19	6.73E-19
1.35248	1.00E-18	6.72E-19
1.35358	1.16E-18	6.74E-19
1.35469	1.26E-18	6.75E-19
1.35579	1.21E-18	6.73E-19
1.35689	1.19E-18	6.71E-19
1.35799	1.08E-18	6.70E-19
1.3591	1.02E-18	6.69E-19
1.3602	1.12E-18	6.68E-19
1.3613	9.68E-19	6.68E-19
1.3624	1.03E-18	6.69E-19
1.36351	1.09E-18	6.69E-19
1.36461	1.15E-18	6.69E-19
1.36571	1.02E-18	6.69E-19
1.36681	9.25E-19	6.69E-19
1.36792	1.01E-18	6.70E-19
1.36902	1.07E-18	6.70E-19
1.37012	1.15E-18	6.69E-19
1.37122	1.15E-18	6.69E-19
1.37233	1.14E-18	6.68E-19
1.37343	1.32E-18	6.67E-19
1.37453	1.32E-18	6.67E-19
1.37563	1.39E-18	6.68E-19
1.37674	1.41E-18	6.69E-19
1.37784	1.26E-18	6.70E-19
1.37894	1.14E-18	6.70E-19
1.38004	1.08E-18	6.70E-19
1.38115	1.01E-18	6.71E-19
1.38225	1.01E-18	6.71E-19
1.38335	1.06E-18	6.71E-19
1.38445	1.09E-18	6.72E-19
1.38556	1.17E-18	6.73E-19
1.38666	1.20E-18	6.73E-19
1.38776	1.15E-18	6.73E-19
1.38886	1.10E-18	6.72E-19
1.38997	1.19E-18	6.71E-19
1.39107	1.19E-18	6.71E-19
1.39217	1.22E-18	6.70E-19
1.39327	1.43E-18	6.69E-19
1.39438	1.45E-18	6.69E-19
1.39548	1.62E-18	6.68E-19
1.39658	1.67E-18	6.68E-19
1.39768	1.62E-18	6.66E-19
1.39879	1.63E-18	6.65E-19
1.39989	1.64E-18	6.63E-19
1.40099	1.70E-18	6.62E-19
1.40209	1.59E-18	6.61E-19
1.4032	1.63E-18	6.60E-19
1.4043	1.74E-18	6.60E-19
1.4054	1.84E-18	6.59E-19
1.4065	1.87E-18	6.58E-19
1.40761	1.90E-18	6.56E-19
1.40871	1.86E-18	6.55E-19
1.40981	1.72E-18	6.53E-19
1.41092	1.74E-18	6.52E-19
1.41202	1.67E-18	6.50E-19
1.41312	1.73E-18	6.48E-19
1.41422	1.81E-18	6.47E-19
1.41533	1.85E-18	6.46E-19
1.41643	1.94E-18	6.47E-19
1.41753	2.13E-18	6.48E-19
1.41863	2.34E-18	6.50E-19
1.41974	2.44E-18	6.51E-19
1.42084	2.57E-18	6.51E-19
1.42194	2.57E-18	6.51E-19
1.42304	2.70E-18	6.52E-19
1.42415	2.78E-18	6.53E-19
1.42525	2.74E-18	6.52E-19
1.42635	2.69E-18	6.50E-19
1.42745	2.61E-18	6.48E-19
1.42856	2.57E-18	6.46E-19
1.42966	2.69E-18	6.44E-19
1.43076	2.86E-18	6.41E-19
1.43186	2.99E-18	6.39E-19
1.43297	3.00E-18	6.36E-19
1.43407	3.09E-18	6.35E-19
1.43517	3.22E-18	6.34E-19
1.43627	3.33E-18	6.33E-19
1.43738	3.39E-18	6.33E-19
1.43848	3.35E-18	6.32E-19
1.43958	3.42E-18	6.31E-19
1.44068	3.51E-18	6.32E-19
1.44179	3.63E-18	6.32E-19
1.44289	3.68E-18	6.31E-19
1.44399	3.86E-18	6.32E-19
1.44509	4.05E-18	6.33E-19
1.4462	4.25E-18	6.35E-19
1.4473	4.36E-18	6.38E-19
1.4484	4.63E-18	6.39E-19
1.4495	4.94E-18	6.40E-19
1.45061	5.22E-18	6.41E-19
1.45171	5.53E-18	6.43E-19
1.45281	5.72E-18	6.44E-19
1.45391	5.97E-18	6.43E-19
1.45502	6.02E-18	6.45E-19
1.45612	6.03E-18	6.46E-19
1.45722	6.18E-18	6.47E-19
1.45832	6.25E-18	6.47E-19
1.45943	6.36E-18	6.48E-19
1.46053	6.52E-18	6.49E-19
1.46163	6.67E-18	6.50E-19
1.46273	6.67E-18	6.50E-19
1.46384	6.54E-18	6.51E-19
1.46494	6.62E-18	6.51E-19
1.46604	6.69E-18	6.52E-19
1.46714	6.79E-18	6.53E-19
1.46825	6.79E-18	6.56E-19
1.46935	6.86E-18	6.57E-19
1.47045	6.93E-18	6.55E-19
1.47155	7.02E-18	6.55E-19
1.47266	7.19E-18	6.56E-19
1.47376	7.40E-18	6.57E-19
1.47486	7.47E-18	6.59E-19
1.47596	7.66E-18	6.59E-19
1.47707	8.03E-18	6.60E-19
1.47817	8.21E-18	6.61E-19
1.47927	8.43E-18	6.62E-19
1.48037	8.62E-18	6.63E-19
1.48148	8.82E-18	6.64E-19
1.48258	8.88E-18	6.66E-19
1.48368	9.05E-18	6.67E-19
1.48479	9.18E-18	6.68E-19
1.48589	9.51E-18	6.70E-19
1.48699	9.85E-18	6.71E-19
1.48809	1.02E-17	6.73E-19
1.4892	1.04E-17	6.75E-19
1.4903	1.08E-17	6.76E-19
1.4914	1.11E-17	6.76E-19
1.4925	1.12E-17	6.76E-19
1.49361	1.14E-17	6.75E-19
1.49471	1.18E-17	6.76E-19
1.49581	1.21E-17	6.79E-19
1.49691	1.25E-17	6.81E-19
1.49802	1.29E-17	6.83E-19
1.49912	1.34E-17	6.87E-19
1.50022	1.37E-17	6.91E-19
1.50132	1.40E-17	6.96E-19
1.50243	1.45E-17	6.98E-19
1.50353	1.49E-17	7.00E-19
1.50463	1.52E-17	7.02E-19
1.50573	1.54E-17	7.03E-19
1.50684	1.57E-17	7.06E-19
1.50794	1.60E-17	7.09E-19
1.50904	1.65E-17	7.17E-19
1.51014	1.69E-17	7.24E-19
1.51125	1.73E-17	7.31E-19
1.51235	1.78E-17	7.39E-19
1.51345	1.83E-17	7.42E-19
1.51455	1.88E-17	7.45E-19
1.51566	1.92E-17	7.49E-19
1.51676	1.96E-17	7.53E-19
1.51786	2.01E-17	7.59E-19
1.51896	2.05E-17	7.69E-19
1.52007	2.11E-17	7.76E-19
1.52117	2.17E-17	7.84E-19
1.52227	2.24E-17	7.96E-19
1.52337	2.32E-17	8.11E-19
1.52448	2.40E-17	8.25E-19
1.52558	2.48E-17	8.41E-19
1.52668	2.55E-17	8.58E-19
1.52778	2.63E-17	8.82E-19
1.52889	2.72E-17	9.06E-19
1.52999	2.82E-17	9.30E-19
1.53109	2.90E-17	9.55E-19
1.53219	3.00E-17	9.83E-19
1.5333	3.09E-17	1.01E-18
1.5344	3.19E-17	1.04E-18
1.5355	3.28E-17	1.07E-18
1.5366	3.38E-17	1.10E-18
1.53771	3.48E-17	1.13E-18
1.53881	3.57E-17	1.15E-18
1.53991	3.67E-17	1.18E-18
1.54101	3.76E-17	1.21E-18
1.54212	3.83E-17	1.23E-18
1.54322	3.92E-17	1.25E-18
1.54432	4.01E-17	1.28E-18
1.54542	4.10E-17	1.30E-18
1.54653	4.20E-17	1.32E-18
1.54763	4.30E-17	1.34E-18
1.54873	4.42E-17	1.36E-18
1.54983	4.52E-17	1.38E-18
1.55094	4.62E-17	1.39E-18
1.55204	4.72E-17	1.40E-18
1.55314	4.82E-17	1.41E-18
1.55424	4.91E-17	1.42E-18
1.55535	4.99E-17	1.41E-18
1.55645	5.07E-17	1.41E-18
1.55755	5.14E-17	1.40E-18
1.55865	5.21E-17	1.40E-18
1.55976	5.31E-17	1.39E-18
1.56086	5.43E-17	1.39E-18
1.56196	5.54E-17	1.39E-18
1.56307	5.66E-17	1.39E-18
1.56417	5.77E-17	1.39E-18
1.56527	5.87E-17	1.39E-18
1.56637	5.99E-17	1.38E-18
1.56748	6.09E-17	1.38E-18
1.56858	6.19E-17	1.38E-18
1.56968	6.26E-17	1.38E-18
1.57078	6.32E-17	1.38E-18
1.57189	6.39E-17	1.38E-18
1.57299	6.46E-17	1.38E-18
1.57409	6.51E-17	1.38E-18
1.57519	6.55E-17	1.38E-18
1.5763	6.59E-17	1.39E-18
1.5774	6.64E-17	1.39E-18
1.5785	6.65E-17	1.39E-18
1.5796	6.65E-17	1.39E-18
1.58071	6.66E-17	1.39E-18
1.58181	6.68E-17	1.40E-18
1.58291	6.66E-17	1.39E-18
1.58401	6.58E-17	1.39E-18
1.58512	6.52E-17	1.38E-18
1.58622	6.47E-17	1.38E-18
1.58732	6.39E-17	1.37E-18
1.58842	6.23E-17	1.34E-18
1.58953	6.08E-17	1.32E-18
1.59063	5.94E-17	1.29E-18
1.59173	5.78E-17	1.27E-18
1.59283	5.59E-17	1.24E-18
1.59394	5.40E-17	1.21E-18
1.59504	5.21E-17	1.18E-18
1.59614	5.00E-17	1.15E-18
1.59724	4.75E-17	1.11E-18
1.59835	4.48E-17	1.08E-18
1.59945	4.23E-17	1.04E-18
1.60055	3.99E-17	1.00E-18
1.60165	3.71E-17	9.66E-19
1.60276	3.44E-17	9.30E-19
1.60386	3.18E-17	8.95E-19
1.60496	2.95E-17	8.64E-19
1.60606	2.74E-17	8.35E-19
1.60717	2.55E-17	8.13E-19
1.60827	2.38E-17	7.92E-19
1.60937	2.21E-17	7.72E-19
1.61047	2.06E-17	7.54E-19
1.61158	1.93E-17	7.40E-19
1.61268	1.79E-17	7.27E-19
1.61378	1.66E-17	7.12E-19
1.61488	1.53E-17	7.00E-19
1.61599	1.45E-17	6.94E-19
1.61709	1.37E-17	6.87E-19
1.61819	1.29E-17	6.80E-19
1.61929	1.20E-17	6.73E-19
1.6204	1.15E-17	6.70E-19
1.6215	1.10E-17	6.69E-19
1.6226	1.06E-17	6.67E-19
1.6237	1.01E-17	6.65E-19
1.62481	9.80E-18	6.63E-19
1.62591	9.63E-18	6.61E-19
1.62701	9.41E-18	6.60E-19
1.62811	9.20E-18	6.59E-19
1.62922	9.06E-18	6.59E-19
1.63032	8.92E-18	6.59E-19
1.63142	8.81E-18	6.60E-19
1.63252	8.74E-18	6.62E-19
1.63363	8.74E-18	6.63E-19
1.63473	8.85E-18	6.64E-19
1.63583	8.88E-18	6.64E-19
1.63693	8.85E-18	6.64E-19
1.63804	8.92E-18	6.65E-19
1.63914	9.06E-18	6.65E-19
1.64024	9.18E-18	6.66E-19
1.64135	9.15E-18	6.67E-19
1.64245	9.14E-18	6.68E-19
1.64355	9.27E-18	6.70E-19
1.64465	9.34E-18	6.73E-19
1.64576	9.41E-18	6.76E-19
1.64686	9.54E-18	6.78E-19
1.64796	9.58E-18	6.81E-19
1.64906	9.76E-18	6.84E-19
1.65017	9.96E-18	6.87E-19
